customer_id,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,customer_value,churn,is_dormant,churn_probability,predicted_churn,risk_score
CUST-01316,22,0,39,2,15015,227,58,35,3,1,1,841.68,0,0,4.605398883808295e-09,0,3.876272132523765e-06
CUST-00420,5,0,34,1,11285,146,0,42,4,1,1,285.775,0,0,1.354087625244368e-08,0,3.869643911042092e-06
CUST-01055,10,0,15,0,8688,168,71,40,4,1,1,398.9,0,0,9.679548660483936e-09,0,3.861171960667042e-06
CUST-00312,20,0,32,2,14880,215,39,26,3,1,1,759.8,0,0,5.079793211142784e-09,0,3.859626881826287e-06
CUST-02460,8,0,40,2,7928,139,423,49,3,1,1,2014.68,0,0,1.8964507360505583e-09,0,3.820741368906339e-06
CUST-00796,10,0,43,1,4370,77,13,18,3,1,1,229.88,0,0,1.628990377005791e-08,0,3.7447230786609123e-06
CUST-00357,15,0,40,2,9295,129,155,48,3,1,1,996.96,0,0,3.739680473947013e-09,0,3.7283118453062147e-06
CUST-00713,1,0,37,1,6310,85,177,23,3,1,1,963.8,0,0,3.865149042395922e-09,0,3.7252306470611895e-06
CUST-01136,0,0,38,0,1443,21,3,8,3,1,1,70.56,0,0,5.261538866208285e-08,0,3.712541823996566e-06
CUST-01119,21,0,40,3,14915,221,57,34,3,1,1,833.44,0,0,4.430409039105488e-09,0,3.6924801095520782e-06
CUST-02702,32,0,45,5,15445,237,69,35,3,2,1,903.28,0,0,4.079397908497397e-09,0,3.684838542787529e-06
CUST-00811,5,0,42,2,6500,92,194,27,3,1,1,1039.68,0,0,3.5373944711735354e-09,0,3.6777582837897017e-06
CUST-01911,8,0,39,1,7813,133,391,45,3,1,1,1881.84,0,0,1.939080317077056e-09,0,3.649038903888287e-06
CUST-00644,12,0,14,0,8818,165,41,36,4,1,1,327.075,0,0,1.1147970394339307e-08,0,3.6462224167285287e-06
CUST-01750,22,0,41,3,14835,225,55,31,3,1,1,822.4,0,0,4.389694176005493e-09,0,3.6100844903469174e-06
CUST-00515,0,0,37,0,5900,76,165,11,3,1,1,899.04,0,0,4.009255332915237e-09,0,3.6044809145041146e-06
CUST-01350,9,0,16,0,8808,173,77,43,4,1,1,417.025,0,0,8.55951572424961e-09,0,3.5695320449051933e-06
CUST-00779,23,0,26,2,16075,232,0,79,2,1,1,733.815,0,0,4.8114435820842415e-09,0,3.530709472187148e-06
CUST-00146,9,0,13,0,8873,168,68,38,4,1,1,396.025,0,0,8.89259164224749e-09,0,3.521688605121062e-06
CUST-01090,17,0,27,1,15710,229,0,76,2,1,1,717.255,0,0,4.882044359758529e-09,0,3.5016707272586035e-06
CUST-00791,14,0,12,0,6392,135,77,41,1,2,1,782.485,0,0,4.4289506128932025e-09,0,3.4655874203297377e-06
CUST-01731,0,0,18,0,2920,49,0,20,3,1,1,118.76,0,0,2.8880807259768617e-08,0,3.429884670170121e-06
CUST-00816,9,0,42,2,11465,160,19,48,4,1,1,338.125,0,0,1.0025477908468095e-08,0,3.3898647178007745e-06
CUST-00810,11,0,42,1,15485,188,158,31,2,1,1,1416.285,0,0,2.3105465857887552e-09,0,3.2723924712538275e-06
CUST-00671,23,0,36,8,10625,94,10,45,5,1,1,175.785,0,0,1.843936257411656e-08,0,3.241363350091079e-06
CUST-00069,6,0,39,1,7568,130,389,45,3,1,1,1863.92,0,0,1.714400012526149e-09,0,3.19550447134774e-06
CUST-00359,9,0,41,1,4695,91,13,30,3,1,1,243.44,0,0,1.3088537070988407e-08,0,3.186273464561418e-06
CUST-02610,6,0,39,1,7623,132,382,42,3,1,1,1838.2,0,0,1.714400012526149e-09,0,3.151410103025567e-06
CUST-02011,5,0,37,1,7753,130,386,43,3,1,1,1859.32,0,0,1.6842500377832745e-09,0,3.131559780251198e-06
CUST-00865,9,0,38,1,8218,138,392,43,3,1,1,1902.24,0,0,1.6460511956101875e-09,0,3.131184426337523e-06
CUST-01153,8,0,17,0,8708,167,76,42,4,1,1,411.875,0,0,7.59101829691336e-09,0,3.1265506610411903e-06
CUST-00969,8,0,35,1,8810,115,137,41,3,1,1,905.0,0,0,3.4201117389374683e-09,0,3.095201123738409e-06
CUST-01587,0,0,22,0,2805,49,0,17,3,1,1,114.16,0,0,2.7089318566584187e-08,0,3.0925166075612506e-06
CUST-00866,13,0,38,2,12175,165,19,47,4,1,1,356.0,0,0,8.653586807059252e-09,0,3.0806769033130936e-06
CUST-00545,8,0,15,0,8333,161,52,25,4,1,1,342.35,0,0,8.913032877514912e-09,0,3.0513768056172305e-06
CUST-01650,6,0,35,1,8620,114,128,38,3,1,1,861.36,0,0,3.533377104877785e-09,0,3.043509703057529e-06
CUST-00009,7,0,38,1,4515,83,2,25,3,1,1,191.92,0,0,1.553683730921894e-08,0,2.9818298163852985e-06
CUST-01208,3,0,42,0,2348,62,10,37,1,1,1,187.55,0,0,1.5802944814405243e-08,0,2.9638422999417034e-06
CUST-00753,11,0,32,1,9115,115,136,42,3,1,1,913.2,0,0,3.147735018797635e-09,0,2.8745116191660003e-06
CUST-01187,19,0,25,1,15690,230,0,74,2,1,1,716.4,0,0,3.991780518670507e-09,0,2.859711563575551e-06
CUST-01962,15,0,41,3,11830,163,23,51,4,1,1,357.325,0,0,7.856452396278742e-09,0,2.8073068525003014e-06
CUST-01758,4,0,40,1,11160,154,12,46,4,1,1,312.85,0,0,8.935104803209971e-09,0,2.7953475376842397e-06
CUST-01915,26,0,38,9,10740,99,8,44,5,1,1,174.585,0,0,1.5581823402312675e-08,0,2.7203526386927584e-06
CUST-02848,26,0,38,9,10740,99,8,44,5,2,1,174.585,0,0,1.5581823402312675e-08,0,2.7203526386927584e-06
CUST-02015,23,0,36,8,10680,96,7,42,5,1,1,172.14,0,0,1.578646473027262e-08,0,2.7174820386691286e-06
CUST-02448,18,0,40,4,9535,133,183,49,3,1,1,1118.72,0,0,2.419668182243843e-09,0,2.7069311888398322e-06
CUST-01757,0,0,40,0,7203,127,385,42,3,1,1,1833.2,0,0,1.4544679455857916e-09,0,2.666330637847873e-06
CUST-00460,10,0,38,2,6518,105,28,27,3,1,1,376.92,0,0,7.023512351911575e-09,0,2.647302275682511e-06
CUST-01361,6,0,32,1,8630,107,126,36,3,1,1,853.48,0,0,3.094265890377305e-09,0,2.6408940521192224e-06
CUST-00572,21,0,37,9,10550,99,33,46,5,1,1,209.235,0,0,1.2542685616821567e-08,0,2.6243688250356606e-06
CUST-00396,14,0,18,0,9113,179,84,45,4,1,1,442.3,0,0,5.87778688091665e-09,0,2.5997451374294343e-06
CUST-02126,10,0,32,3,7190,120,268,31,3,2,1,1364.4,0,0,1.8891853268848976e-09,0,2.5776044600017544e-06
CUST-02537,17,0,16,0,9123,171,48,38,4,1,1,352.35,0,0,7.304946611422381e-09,0,2.573897938534676e-06
CUST-00583,6,0,35,4,7080,122,303,37,3,2,1,1500.08,0,0,1.7065214002133372e-09,0,2.5599186220320228e-06
CUST-00806,8,0,43,1,5918,101,15,13,3,1,1,300.76,0,0,8.466344255085684e-09,0,2.5463376981595702e-06
CUST-00717,5,0,37,1,11275,153,2,44,4,1,1,290.7,0,0,8.727366254741385e-09,0,2.5370453702533205e-06
CUST-02560,10,0,39,1,8003,134,400,48,3,1,1,1925.48,0,0,1.2987980194392977e-09,0,2.500809610469979e-06
CUST-00819,23,0,41,9,10435,99,9,43,5,2,1,171.51,0,0,1.4573078301300357e-08,0,2.499428659456024e-06
CUST-01772,3,0,37,3,6660,116,272,32,2,2,1,1528.92,0,0,1.629133646735257e-09,0,2.4908150151664694e-06
CUST-00799,12,0,43,1,4198,72,9,36,1,1,1,284.35,0,0,8.751824626633394e-09,0,2.4885813325832057e-06
CUST-01652,0,0,36,0,4020,76,0,20,3,1,1,163.84,0,0,1.508147935665847e-08,0,2.470949577794924e-06
CUST-01531,20,0,30,3,15885,238,25,82,2,1,1,838.035,0,0,2.932155533140564e-09,0,2.4572489622154525e-06
CUST-01217,4,0,42,1,3050,31,491,12,3,1,1,2087.24,0,0,1.1709471788041405e-09,0,2.444047789487154e-06
CUST-00821,3,0,39,1,2840,28,8,15,3,1,1,146.72,0,0,1.6637715783242153e-08,0,2.4410856597172887e-06
CUST-02077,8,0,42,2,4103,90,19,34,3,1,1,243.72,0,0,1.0011539764686625e-08,0,2.440012471449424e-06
CUST-01912,12,0,39,2,11770,160,18,49,4,1,1,343.25,0,0,6.9757614962539165e-09,0,2.394430133589157e-06
CUST-00070,10,0,39,2,11525,157,16,49,4,2,1,332.05,0,0,7.184467420937697e-09,0,2.3856024071223624e-06
CUST-00307,8,0,31,1,8855,111,129,37,3,1,1,874.64,0,0,2.694925415237339e-09,0,2.357089565183186e-06
CUST-02100,11,0,36,1,13998,173,7,42,3,1,1,594.84,0,0,3.928370480128037e-09,0,2.3367518963993614e-06
CUST-02575,13,0,36,4,7460,123,287,38,3,2,1,1451.32,0,0,1.6033722261190274e-09,0,2.3270061792110666e-06
CUST-01926,11,0,36,4,7270,122,278,35,3,2,1,1407.68,0,0,1.6478609746364531e-09,0,2.3196609367762423e-06
CUST-02586,23,0,19,2,6887,148,101,47,2,2,1,771.075,0,0,2.9715502027069843e-09,0,2.2912880725522883e-06
CUST-01721,18,0,24,1,15770,226,0,77,2,1,1,719.82,0,0,3.1824990946865018e-09,0,2.290826498337238e-06
CUST-02311,6,0,36,1,7633,125,380,40,3,1,1,1830.32,0,0,1.250506026654381e-09,0,2.2888261907060464e-06
CUST-02366,22,0,38,4,6723,114,54,41,3,1,1,489.48,0,0,4.634011025492779e-09,0,2.2682557167582057e-06
CUST-02626,5,0,38,1,3833,87,0,27,3,1,1,156.8,0,0,1.4449117685476641e-08,0,2.2656216530827374e-06
CUST-00343,0,0,19,0,2965,51,0,17,3,1,1,120.64,0,0,1.851722232973208e-08,0,2.2339177018588783e-06
CUST-00789,0,0,20,0,3225,55,0,22,3,1,1,131.2,0,0,1.700071446216847e-08,0,2.230493737436503e-06
CUST-02135,6,0,23,1,3450,65,7,21,3,1,1,168.6,0,0,1.318735772971731e-08,0,2.2233885132303382e-06
CUST-00170,8,0,41,2,11545,156,21,51,4,1,1,345.025,0,0,6.119088161929549e-09,0,2.1112383930697426e-06
CUST-01005,7,0,13,0,8628,165,66,38,4,1,1,384.825,0,0,5.47043939219837e-09,0,2.1051618391027374e-06
CUST-01887,7,0,13,0,8627,165,66,38,4,1,1,384.8,0,0,5.47043939219837e-09,0,2.1050250781179327e-06
CUST-02611,10,0,39,2,11580,159,9,46,4,1,1,315.975,0,0,6.650186726248428e-09,0,2.101292750826347e-06
CUST-00143,0,0,23,0,3165,58,3,21,3,1,1,140.92,0,0,1.4757296508927714e-08,0,2.079598224038093e-06
CUST-02484,7,0,28,2,3645,73,47,29,4,1,1,210.45,0,0,9.591483028017894e-09,0,2.0185276032463656e-06
CUST-02162,17,0,45,3,12030,170,33,55,4,1,1,387.5,0,0,5.132030631798926e-09,0,1.9886618698220838e-06
CUST-02156,19,0,45,2,16050,198,172,38,2,1,1,1505.16,0,0,1.3176193464305056e-09,0,1.98322793547334e-06
CUST-01460,0,0,36,0,3610,67,0,8,3,1,1,147.08,0,0,1.3411026994295095e-08,0,1.9724938503209227e-06
CUST-01311,10,0,38,1,8990,123,148,46,3,1,1,956.52,0,0,2.0581068119570093e-09,0,1.9686203277731186e-06
CUST-02200,7,0,34,1,13818,165,7,40,3,1,1,587.32,0,0,3.350534623531286e-09,0,1.967835995092395e-06
CUST-02154,35,0,46,5,15705,241,76,40,3,1,1,941.84,0,0,2.0450196325353663e-09,0,1.9260812907071096e-06
CUST-02785,27,0,20,3,7407,158,100,44,2,2,1,790.425,0,0,2.4286478604720607e-09,0,1.9196639851136283e-06
CUST-01224,7,0,41,1,11420,158,19,51,4,1,1,336.95,0,0,5.685562544357574e-09,0,1.9157502993212844e-06
CUST-02099,17,0,35,2,9340,125,141,41,3,1,1,942.6,0,0,2.029723794860857e-09,0,1.913217649035844e-06
CUST-01902,11,0,40,1,6223,101,14,14,3,1,1,308.96,0,0,6.167877599749517e-09,0,1.9056274632186107e-06
CUST-02399,14,0,39,1,8820,117,130,30,3,1,1,877.48,0,0,2.170411128967098e-09,0,1.904492357446049e-06
CUST-02414,22,0,38,7,10140,89,7,29,5,1,1,163.935,0,0,1.153557258252077e-08,0,1.8910840913155424e-06
CUST-01100,0,0,21,0,2860,52,0,19,3,1,1,116.48,0,0,1.6219727891242454e-08,0,1.889273904771921e-06
CUST-00150,9,0,42,1,4450,73,15,21,3,1,1,240.92,0,0,7.800694857315148e-09,0,1.8793434050243653e-06
CUST-02475,11,0,37,5,7385,128,310,39,3,2,1,1540.52,0,0,1.205112538977883e-09,0,1.8564999685462084e-06
CUST-02356,18,0,39,3,16390,198,178,47,2,1,1,1547.46,0,0,1.1903860693139808e-09,0,1.8420748268206128e-06
CUST-02735,23,0,24,3,6697,153,100,45,2,2,1,758.25,0,0,2.4286478604720607e-09,0,1.84152224020294e-06
CUST-00423,19,0,33,8,10255,85,0,37,5,1,1,155.1,0,0,1.1820447398752337e-08,0,1.8333513915464873e-06
CUST-01212,7,0,42,0,13728,173,8,48,3,1,1,588.04,0,0,3.1012295742919714e-09,0,1.8236470388666508e-06
CUST-01987,24,0,21,3,6758,150,97,46,2,2,1,747.36,0,0,2.4286478604720607e-09,0,1.8150742650023994e-06
CUST-01141,2,0,36,3,6740,112,274,35,2,2,1,1541.34,0,0,1.1712738174197878e-09,0,1.8053311857418156e-06
CUST-02395,11,0,40,0,3903,62,7,22,1,1,1,256.575,0,0,7.032364711189262e-09,0,1.804328975773385e-06
CUST-01004,11,0,15,0,6088,135,78,40,1,2,1,771.265,0,0,2.338095329414655e-09,0,1.8032910942409938e-06
CUST-01886,11,0,15,0,6087,135,78,40,1,2,1,771.21,0,0,2.338095329414655e-09,0,1.803162498997876e-06
CUST-02774,17,0,37,5,7980,133,286,35,3,2,1,1468.52,0,0,1.21220259570838e-09,0,1.78014375584967e-06
CUST-01204,8,0,42,0,4325,75,13,21,3,1,1,228.0,0,0,7.773016158610562e-09,0,1.7722476841632081e-06
CUST-02810,6,0,38,1,11060,149,0,49,4,1,1,280.225,0,0,6.3218922866855e-09,0,1.7715522660364444e-06
CUST-01197,0,0,19,0,2840,53,0,17,3,1,1,115.72,0,0,1.52136112959753e-08,0,1.7605190991702617e-06
CUST-00407,11,0,34,2,8935,113,133,38,3,1,1,893.92,0,0,1.939793195399443e-09,0,1.73401993323147e-06
CUST-01961,11,0,41,2,7873,136,396,47,3,1,1,1904.36,0,0,8.959352989604092e-10,0,1.7061833459282447e-06
CUST-00469,7,0,37,2,8108,137,405,58,3,1,1,1949.8,0,0,8.72033212715543e-10,0,1.7002903581527658e-06
CUST-02421,5,0,35,0,6490,93,7,9,5,1,1,109.245,0,0,1.531852680094006e-08,0,1.6734724603686967e-06
CUST-00830,8,0,39,4,6965,122,279,34,3,2,1,1399.48,0,0,1.1947338626111886e-09,0,1.6720061460471064e-06
CUST-02704,16,0,44,2,15790,194,165,33,3,1,1,1299.36,0,0,1.2623381437596575e-09,0,1.6402316904755484e-06
CUST-02709,10,0,44,2,7813,139,399,46,3,1,1,1914.08,0,0,8.433972208133894e-10,0,1.6143297524144923e-06
CUST-02835,15,0,18,1,5987,136,67,44,2,2,1,577.035,0,0,2.7317964161885153e-09,0,1.57634214501534e-06
CUST-02511,12,0,38,1,11655,154,7,45,3,1,1,500.36,0,0,3.1211337651361147e-09,0,1.5616904907235064e-06
CUST-00678,5,0,33,1,6975,98,23,25,5,1,1,140.595,0,0,1.0947279470588449e-08,0,1.539132757167383e-06
CUST-02261,10,0,42,1,7993,141,402,50,3,1,1,1933.36,0,0,7.879004792207014e-10,0,1.523295270506135e-06
CUST-00643,16,0,16,0,6278,135,53,38,1,2,1,644.215,0,0,2.3140223279935118e-09,0,1.4907278940283402e-06
CUST-00902,7,0,36,1,8405,110,119,43,3,1,1,816.6,0,0,1.7996806318549795e-09,0,1.4696192039727762e-06
CUST-01409,12,0,35,3,9410,125,158,56,3,1,1,1013.4,0,0,1.4453964222936953e-09,0,1.4647647343524308e-06
CUST-01773,0,0,39,0,3413,82,3,27,3,1,1,151.8,0,0,9.613587769246401e-09,0,1.4593426233716038e-06
CUST-02724,13,0,41,5,7270,128,286,36,3,2,1,1439.92,0,0,1.0058923601957778e-09,0,1.4484045272931045e-06
CUST-01808,8,0,36,1,11870,159,12,45,3,1,1,529.16,0,0,2.7310765818398235e-09,0,1.4451764840463608e-06
CUST-01639,13,0,15,0,6277,136,87,43,1,2,1,831.215,0,0,1.689465935698857e-09,0,1.4043094277419253e-06
CUST-00245,15,0,13,0,6313,139,75,38,1,2,1,767.36,0,0,1.8274550794163815e-09,0,1.4023159297409545e-06
CUST-02187,26,0,25,3,6958,157,107,50,2,2,1,801.675,0,0,1.7480267263499182e-09,0,1.4013493258465706e-06
CUST-00358,9,0,41,0,13953,177,11,49,3,1,1,609.2,0,0,2.2866594560868667e-09,0,1.3930329406481192e-06
CUST-02350,16,0,40,3,14678,185,28,61,3,1,1,706.52,0,0,1.962619192903847e-09,0,1.3866297121704258e-06
CUST-01349,13,0,18,0,6268,143,89,45,1,2,1,842.105,0,0,1.6269229159089456e-09,0,1.3700399221015027e-06
CUST-01122,0,0,39,1,6275,82,189,28,3,1,1,1010.28,0,0,1.3389857208431184e-09,0,1.3527504940533857e-06
CUST-01102,8,0,13,0,6028,132,73,38,1,2,1,740.3,0,0,1.8205293993477755e-09,0,1.347737914337158e-06
CUST-00145,13,0,15,0,6333,138,80,40,1,2,1,795.905,0,0,1.689465935698857e-09,0,1.3446543855523987e-06
CUST-02287,23,0,22,2,6878,155,103,49,2,2,1,779.985,0,0,1.7051721286469774e-09,0,1.3300086827627126e-06
CUST-00938,0,0,24,0,2515,50,0,23,3,1,1,102.6,0,0,1.2683225750548947e-08,0,1.3012989620063218e-06
CUST-00243,1,0,21,0,3145,59,0,19,3,1,1,128.16,0,0,9.94573021859658e-09,0,1.2746447848153377e-06
CUST-01287,15,0,23,1,15510,222,0,72,2,1,1,707.94,0,0,1.7854967933081704e-09,0,1.2640245998545862e-06
CUST-00891,22,0,18,2,7102,152,93,42,2,2,1,744.93,0,0,1.683371894649824e-09,0,1.2539942254814934e-06
CUST-02625,9,0,36,4,7080,121,269,32,3,2,1,1364.04,0,0,9.190651246447698e-10,0,1.2536415926204517e-06
CUST-00007,13,0,37,2,9115,121,144,43,3,1,1,945.44,0,0,1.3172562122189975e-09,0,1.245386713280329e-06
CUST-01422,6,0,35,2,11760,158,25,60,3,1,1,576.72,0,0,2.1579232686343387e-09,0,1.244517507486796e-06
CUST-02648,16,0,34,2,9420,121,143,44,3,1,1,953.64,0,0,1.2831748125753614e-09,0,1.2236868282643676e-06
CUST-02149,23,0,45,4,9680,137,166,51,3,1,1,1056.68,0,0,1.1571847171845227e-09,0,1.2227739469545417e-06
CUST-01016,11,0,37,2,8870,118,142,43,3,1,1,927.52,0,0,1.3172562122189975e-09,0,1.2217814819573647e-06
CUST-00333,20,0,25,2,15815,228,0,74,2,1,1,721.935,0,0,1.689441926313508e-09,0,1.2196672570731422e-06
CUST-00941,6,0,14,0,8222,160,48,40,4,1,1,329.55,0,0,3.668345414271653e-09,0,1.2089032312732233e-06
CUST-00705,11,0,37,2,8925,120,135,40,3,1,1,901.8,0,0,1.3172562122189975e-09,0,1.187901652179092e-06
CUST-02387,25,0,19,4,7298,157,113,59,2,2,1,843.975,0,0,1.393637111445859e-09,0,1.176194881132519e-06
CUST-01999,15,0,37,2,9360,124,146,43,3,1,1,963.36,0,0,1.2054385721118785e-09,0,1.1612713028296994e-06
CUST-00568,3,0,38,1,7623,133,416,47,3,1,1,1974.24,0,0,5.810292297829847e-10,0,1.1470911466067598e-06
CUST-00720,19,0,36,8,10245,92,0,39,5,2,1,155.055,0,0,7.370493370651077e-09,0,1.1428318495863028e-06
CUST-02549,14,0,40,1,14268,176,16,49,3,1,1,641.76,0,0,1.7601788832406378e-09,0,1.1296124001085117e-06
CUST-01795,14,0,36,2,9520,126,145,41,3,1,1,965.84,0,0,1.1381908844536386e-09,0,1.0993102838407024e-06
CUST-02300,10,0,37,1,13898,167,7,41,3,1,1,590.6,0,0,1.8291553305014156e-09,0,1.080299138194136e-06
CUST-01684,0,0,23,0,2730,54,0,18,3,1,1,111.36,0,0,9.69340689790123e-09,0,1.079457792150281e-06
CUST-00557,7,0,39,1,13888,175,32,48,3,1,1,690.52,0,0,1.5587134852829911e-09,0,1.076322835857611e-06
CUST-02087,22,0,23,3,6778,149,102,48,2,2,1,770.715,0,0,1.375819781080456e-09,0,1.0603649425754237e-06
CUST-00815,5,0,42,1,7508,133,392,44,3,1,1,1873.64,0,0,5.641024533420185e-10,0,1.0569249206797397e-06
CUST-01385,18,0,26,2,15590,224,0,73,2,1,1,711.63,0,0,1.4591312131047692e-09,0,1.0383615451817468e-06
CUST-01952,14,0,42,2,6283,104,19,16,3,1,1,331.48,0,0,3.129986743810073e-09,0,1.037528005838163e-06
CUST-00655,15,0,37,2,9305,122,153,46,3,1,1,989.08,0,0,1.0470403281660636e-09,0,1.0356066477824903e-06
CUST-01505,8,0,36,2,8925,121,169,45,3,1,1,1037.84,0,0,9.83042449332356e-10,0,1.0202407756150922e-06
CUST-01976,14,0,38,5,7330,125,283,37,3,2,1,1430.2,0,0,7.008022174140282e-10,0,1.0022873313455433e-06
CUST-02799,6,0,39,1,4110,78,0,27,3,1,1,167.52,0,0,5.973166612392953e-09,0,1.0006248709080676e-06
CUST-01448,11,0,13,1,9228,175,87,53,4,1,1,452.575,0,0,2.192775013197909e-09,0,9.923951515980437e-07
CUST-01211,13,0,41,2,9070,125,152,47,3,1,1,975.8,0,0,9.93996940472921e-10,0,9.699422145134763e-07
CUST-02813,20,0,37,8,10030,88,0,44,5,1,1,151.77,0,0,6.236052376052356e-09,0,9.464456691134661e-07
CUST-02750,17,0,41,2,6933,112,22,14,3,1,1,369.8,0,0,2.5248672376171353e-09,0,9.336959044708167e-07
CUST-02361,12,0,39,3,8413,143,412,60,3,1,1,1990.24,0,0,4.665122935225273e-10,0,9.284714270602746e-07
CUST-00974,20,0,36,2,14835,219,47,30,3,1,1,790.16,0,0,1.1721298559860825e-09,0,9.261701270059629e-07
CUST-02376,15,0,36,6,7870,132,299,50,3,2,1,1516.08,0,0,6.077139314578362e-10,0,9.213429372045963e-07
CUST-02299,16,0,36,3,9240,119,140,40,3,1,1,934.36,0,0,9.734886111476704e-10,0,9.095888187119374e-07
CUST-01510,20,0,37,3,14950,225,79,34,3,1,1,923.0,0,0,9.842760094294144e-10,0,9.084867567033495e-07
CUST-02061,9,0,43,2,7893,135,401,49,3,1,1,1925.12,0,0,4.627064184774353e-10,0,8.907653803392802e-07
CUST-00443,0,0,22,0,3045,53,0,18,3,1,1,123.92,0,0,7.180858591485946e-09,0,8.898519966569384e-07
CUST-00869,27,0,37,9,11145,104,9,42,5,2,1,182.235,0,0,4.8762458310837375e-09,0,8.88622659027545e-07
CUST-02276,13,0,39,4,7450,130,289,40,3,2,1,1459.2,0,0,6.057294004810849e-10,0,8.838803411819991e-07
CUST-02137,20,0,15,1,6618,145,82,40,2,2,1,673.335,0,0,1.3058495163225332e-09,0,8.792741840730329e-07
CUST-00907,19,0,37,2,14430,214,29,32,3,1,1,701.76,0,0,1.2413827585739065e-09,0,8.711527646568246e-07
CUST-02685,19,0,14,1,6697,141,84,43,1,2,1,838.09,0,0,1.0341213757710607e-09,0,8.666867838199684e-07
CUST-02237,16,0,13,1,6438,137,77,38,2,2,1,642.375,0,0,1.3362090125366799e-09,0,8.583472644282497e-07
CUST-00457,17,0,37,4,9715,131,165,58,3,2,1,1053.84,0,0,8.059514751931511e-10,0,8.493439026175502e-07
CUST-02797,12,0,38,2,8710,116,126,45,3,1,1,857.04,0,0,9.734615088975308e-10,0,8.342954515855397e-07
CUST-00260,11,0,44,1,6178,105,22,18,3,1,1,339.32,0,0,2.4483746741768963e-09,0,8.307824944417045e-07
CUST-02052,12,0,44,2,6303,103,24,18,3,1,1,352.24,0,0,2.3066661019825673e-09,0,8.125000677623395e-07
CUST-02252,13,0,43,1,6403,109,25,19,3,1,1,360.48,0,0,2.2458382329654172e-09,0,8.095797662193736e-07
CUST-01018,5,0,38,1,4270,80,0,25,3,1,1,174.0,0,0,4.5528182999563475e-09,0,7.921903841924045e-07
CUST-00165,4,0,41,2,6580,88,196,30,3,1,1,1050.72,0,0,7.468142995187539e-10,0,7.846927207903451e-07
CUST-00693,18,0,17,1,6582,142,94,45,2,2,1,725.58,0,0,1.0767386094280724e-09,0,7.812600002288208e-07
CUST-02066,19,0,42,3,6203,106,43,30,3,1,1,424.36,0,0,1.7803239641409687e-09,0,7.554982774228615e-07
CUST-01410,6,0,36,1,14068,173,14,57,3,1,1,625.64,0,0,1.2049637679946274e-09,0,7.538735318081586e-07
CUST-02449,12,0,41,2,14193,181,39,50,3,1,1,730.96,0,0,1.0273417079704611e-09,0,7.509456948580884e-07
CUST-02037,18,0,17,1,6638,144,87,42,2,2,1,696.69,0,0,1.0767386094280724e-09,0,7.501530218024438e-07
CUST-01120,0,0,40,1,2870,23,486,10,3,1,1,2059.72,0,0,3.6122681501776363e-10,0,7.440260954283881e-07
CUST-00556,13,0,38,3,9230,127,176,47,3,1,1,1078.28,0,0,6.761862228447449e-10,0,7.291180803690315e-07
CUST-02601,9,0,40,1,6033,100,5,11,3,1,1,265.32,0,0,2.747103769853564e-09,0,7.288615722175476e-07
CUST-02022,5,0,33,1,7030,100,16,22,5,1,1,130.95,0,0,5.546617557341082e-09,0,7.263295691338146e-07
CUST-00707,5,0,38,1,4325,82,0,22,3,1,1,176.28,0,0,4.045147392967252e-09,0,7.130785824322673e-07
CUST-01114,9,0,39,2,8890,117,147,45,3,1,1,948.28,0,0,7.486828936332757e-10,0,7.099610143745626e-07
CUST-01783,13,0,20,1,6087,141,86,41,2,2,1,667.26,0,0,1.057819391093772e-09,0,7.058405669012303e-07
CUST-02357,12,0,39,4,7405,102,214,43,3,1,1,1156.28,0,0,6.057294004810849e-10,0,7.003927911882688e-07
CUST-01743,8,0,41,1,3470,82,33,27,3,1,1,274.08,0,0,2.479321364826614e-09,0,6.795323996716784e-07
CUST-01751,1,0,41,1,2790,27,484,7,3,1,1,2048.68,0,0,3.2451933596739043e-10,0,6.648362732096734e-07
CUST-01521,16,0,35,8,10245,93,26,44,5,2,1,194.07,0,0,3.3659563275386614e-09,0,6.53231144485428e-07
CUST-00395,18,0,20,1,6573,149,96,47,2,2,1,734.49,0,0,8.722183685592483e-10,0,6.406356695230823e-07
CUST-01111,0,0,40,0,2168,54,5,35,1,1,1,149.71,0,0,4.275033160945009e-09,0,6.400152145250774e-07
CUST-01152,12,0,19,1,6168,137,88,44,1,2,1,830.775,0,0,7.695628662777473e-10,0,6.393335902318954e-07
CUST-00854,13,0,39,1,14483,180,8,44,3,1,1,618.52,0,0,1.028900794062167e-09,0,6.363957191433315e-07
CUST-01949,21,0,41,4,9480,130,156,47,3,1,1,1008.4,0,0,6.281546497711973e-10,0,6.334311488292753e-07
CUST-00157,14,0,41,3,9195,123,154,47,3,1,1,988.72,0,0,6.341500952097219e-10,0,6.269968821357562e-07
CUST-00269,8,0,43,1,7768,137,399,49,3,1,1,1912.2,0,0,3.249012597112752e-10,0,6.212761888199005e-07
CUST-02697,20,0,44,4,9420,133,159,46,3,1,1,1018.12,0,0,6.098074897458298e-10,0,6.208572014600243e-07
CUST-01219,3,0,41,1,6455,90,194,30,3,1,1,1037.8,0,0,5.854855705291659e-10,0,6.076169250951683e-07
